NAME,VARID,ModuleNo,Module,TYPE,TYPE NAME,ID2
PQLI,903,9,Sociopolitical,1,Variable,PQLI : Sociopolitical Model
PRI,904,3,Economy,1,Variable,PRI : Economy Model
protecm,906,3,Economy,2,Parameter,protecm : Economy Model
PROTEINPC,1206,1,Agriculture,1,Variable,PROTEINPC : Agriculture Model
QE,907,5,Energy,1,Variable,QE : Energy Model
qem,908,5,Energy,2,Parameter,qem : Energy Model
QEUNCON,909,5,Energy,1,Variable,QEUNCON : Energy Model
qeunconm,910,5,Energy,2,Parameter,qeunconm : Energy Model
RANDDEXP,911,3,Economy,1,Variable,RANDDEXP : Economy Model
randdexpm,1202,3,Economy,2,Parameter,randdexpm : Economy Model
reac,915,8,Interstate,2,Parameter,reac : Interstate Model
repayrm,917,3,Economy,2,Parameter,repayrm : Economy Model
RESER,918,5,Energy,1,Variable,RESER : Energy Model
resor,919,5,Energy,2,Parameter,resor : Energy Model
resorm,920,5,Energy,2,Parameter,resorm : Energy Model
resoruncon,921,5,Energy,2,Parameter,resoruncon : Energy Model
resorunconm,922,5,Energy,2,Parameter,resorunconm : Energy Model
retireconsumrat,923,2,Demography,2,Parameter,retireconsumrat : Demography Model
RETRAT,924,1,Agriculture,1,Variable,RETRAT : Agriculture Model
salpha,926,3,Economy,2,Parameter,salpha : Economy Model
SAMADMISSION,1275,2,Demography,1,Variable,SAMADMISSION : Demography Model
samadmissionadd,1292,2,Demography,2,Parameter,samadmissionadd : Demography Model
samadmissioncost,1280,2,Demography,2,Parameter,samadmissioncost : Demography Model
samadmissionm,1276,2,Demography,2,Parameter,samadmissionm : Demography Model
samadmissionsw,1299,2,Demography,2,Parameter,samadmissionsw : Demography Model
SAMADMISSIONTOTCOST,1290,2,Demography,1,Variable,SAMADMISSIONTOTCOST : Demography Model
SAMAVERTED,1277,2,Demography,1,Variable,SAMAVERTED : Demography Model
samavertedconvyr,1301,2,Demography,2,Parameter,samavertedconvyr : Demography Model
samavertedm,1278,2,Demography,2,Parameter,samavertedm : Demography Model
samtomalnchpsw,1307,2,Demography,2,Parameter,samtomalnchpsw : Demography Model
MATMORTRATIO,1441,11,Other,1,Variable,MATMORTRATIO : Other Model
HOMICIDEINDEX,1442,11,Other,1,Variable,HOMICIDEINDEX : Other Model
svindexm,1443,11,Other,2,Parameter,svindexm : Other Model
svmulm,1445,11,Other,2,Parameter,svmulm : Other Model
SVDTHSSELFHARM,1446,11,Other,1,Variable,SVDTHSSELFHARM : Other Model
SVDTHSCONFLICT,1447,11,Other,1,Variable,SVDTHSCONFLICT : Other Model
SVDTHSWOMEN,1453,11,Other,1,Variable,SVDTHSWOMEN : Other Model
SVDTHSCHIL,1454,11,Other,1,Variable,SVDTHSCHIL : Other Model
drugusepolyindex,1455,11,Other,2,Parameter,drugusepolyindex : Other Model
drugglobalconv,1456,11,Other,2,Parameter,drugglobalconv : Other Model
SAVINGS,947,3,Economy,1,Variable,SAVINGS : Economy Model
SAVINGSRPA,949,3,Economy,1,Variable,SAVINGSRPA : Economy Model
SDEATH,950,2,Demography,1,Variable,SDEATH : Demography Model
sfconv,951,2,Demography,2,Parameter,sfconv : Demography Model
SFECONDEV,1344,9,Sociopolitical,1,Variable,SFECONDEV : Sociopolitical Model
SFIMBAL,1346,9,Sociopolitical,1,Variable,SFIMBAL : Sociopolitical Model
SFINSTABALL,952,9,Sociopolitical,1,Variable,SFINSTABALL : Sociopolitical Model
SFINSTABMAG,953,9,Sociopolitical,1,Variable,SFINSTABMAG : Sociopolitical Model
sfintlwaradd,954,9,Sociopolitical,2,Parameter,sfintlwaradd : Sociopolitical Model
SFINTLWARALL,955,9,Sociopolitical,1,Variable,SFINTLWARALL : Sociopolitical Model
SFINTLWARMAG,956,9,Sociopolitical,1,Variable,SFINTLWARMAG : Sociopolitical Model
sfusehist,958,9,Sociopolitical,2,Parameter,sfusehist : Sociopolitical Model
slr,959,1,Agriculture,2,Parameter,slr : Agriculture Model
SVDTHSWOMENTOT,1463,11,Other,1,Variable,SVDTHSWOMENTOT : Other Model
squeez,960,5,Energy,2,Parameter,squeez : Energy Model
SSWELTAX,961,3,Economy,1,Variable,SSWELTAX : Economy Model
SSWELTAXR,962,3,Economy,1,Variable,SSWELTAXR : Economy Model
ssweltaxrm,963,3,Economy,2,Parameter,ssweltaxrm : Economy Model
ST,964,3,Economy,1,Variable,ST : Economy Model
SVDTHSCHILTOT,1464,11,Other,1,Variable,SVDTHSCHILTOT : Other Model
SURVSE,966,9,Sociopolitical,1,Variable,SURVSE : Sociopolitical Model
survseadd,967,9,Sociopolitical,2,Parameter,survseadd : Sociopolitical Model
SVDTHSPOLICSTOT,1465,11,Other,1,Variable,SVDTHSPOLICSTOT : Other Model
SVDTHSOTHERINTERTOT,1466,11,Other,1,Variable,SVDTHSOTHERINTERTOT : Other Model
SVDTHSSELFHARMTOT,1467,11,Other,1,Variable,SVDTHSSELFHARMTOT : Other Model
SVDTHSCONFLICTTOT,1468,11,Other,1,Variable,SVDTHSCONFLICTTOT : Other Model
SVDTHSSOCIETALVIOLENCETOT,1469,11,Other,1,Variable,SVDTHSSOCIETALVIOLENCETOT : Other Model
svdthsadd,1470,11,Other,2,Parameter,svdthsadd : Other Model
govindsecurconflict,1471,11,Other,2,Parameter,govindsecurconflict : Other Model
govindsecurgovrisk,1472,11,Other,2,Parameter,govindsecurgovrisk : Other Model
govindsecurviolence,1473,11,Other,2,Parameter,govindsecurviolence : Other Model
svtohlsw,1476,11,Other,2,Parameter,svtohlsw : Other Model
govindsecurm,1486,11,Other,2,Parameter,govindsecurm : Other Model
svvionormsw,1499,11,Other,2,Parameter,svvionormsw : Other Model
COOKSTOVES,,11,Other,1,Variable,COOKSTOVES : Other Model
cookstovesadd,,11,Other,2,Parameter,cookstovesadd : Other Model
edpriintnm,,11,Other,2,Parameter,edpriintnm : Other Model
edpriintntrgtyr,,11,Other,2,Parameter,edpriintntrgtyr : Other Model
edprisurm,,11,Other,2,Parameter,edprisurm : Other Model
edprisurtrgtyr,,11,Other,2,Parameter,edprisurtrgtyr : Other Model
edseclowrtranm,,11,Other,2,Parameter,edseclowrtranm : Other Model
edseclowrtrantrgtyr,,11,Other,2,Parameter,edseclowrtrantrgtyr : Other Model
edseclowrvocadd,,11,Other,2,Parameter,edseclowrvocadd : Other Model
edsecupprtranm,,11,Other,2,Parameter,edsecupprtranm : Other Model
edsecupprtrantrgtyr,,11,Other,2,Parameter,edsecupprtrantrgtyr : Other Model
swingstsdem,970,9,Sociopolitical,2,Parameter,swingstsdem : Sociopolitical Model
swseffects,971,9,Sociopolitical,2,Parameter,swseffects : Sociopolitical Model
swseffmax,972,9,Sociopolitical,2,Parameter,swseffmax : Sociopolitical Model
taxinfadjm,,3,Economy,2,Parameter,taxinfadjm : Economy Model
TAXRA,973,3,Economy,1,Variable,TAXRA : Economy Model
tconr,974,2,Demography,2,Parameter,tconr : Demography Model
edsecupprvocadd,,11,Other,2,Parameter,edsecupprvocadd : Other Model
TEFF,975,3,Economy,1,Variable,TEFF : Economy Model
tefinfadjm,,3,Economy,2,Parameter,tefinfadjm : Economy Model
terdispute,976,8,Interstate,2,Parameter,terdispute : Interstate Model
TERMTR,977,3,Economy,1,Variable,TERMTR : Economy Model
termtrm,978,3,Economy,2,Parameter,termtrm : Economy Model
TES,979,6,Environment,1,Variable,TES : Environment Model
TFR,980,2,Demography,1,Variable,TFR : Demography Model
tfrconv,981,2,Demography,2,Parameter,tfrconv : Demography Model
tfrm,982,2,Demography,2,Parameter,tfrm : Demography Model
tfrmin,983,2,Demography,2,Parameter,tfrmin : Demography Model
THREAT,986,8,Interstate,1,Variable,THREAT : Interstate Model
THREATREC,987,8,Interstate,1,Variable,THREATREC : Interstate Model
THREATSENT,988,8,Interstate,1,Variable,THREATSENT : Interstate Model
tmortr,989,2,Demography,2,Parameter,tmortr : Demography Model
tmortr2,990,2,Demography,2,Parameter,tmortr2 : Demography Model
TRADEBAL,991,3,Economy,1,Variable,TRADEBAL : Economy Model
trademax,992,3,Economy,2,Parameter,trademax : Economy Model
TRADSRAT,993,9,Sociopolitical,1,Variable,TRADSRAT : Sociopolitical Model
tradsratadd,994,9,Sociopolitical,2,Parameter,tradsratadd : Sociopolitical Model
TRUCKS,996,7,Infrastructure,1,Variable,TRUCKS : Infrastructure Model
TRUCKSALPC,997,7,Infrastructure,1,Variable,TRUCKSALPC : Infrastructure Model
trucksconv,998,7,Infrastructure,2,Parameter,trucksconv : Infrastructure Model
TRUCKSFL,999,7,Infrastructure,1,Variable,TRUCKSFL : Infrastructure Model
TRUCKSFLPC,1000,7,Infrastructure,1,Variable,TRUCKSFLPC : Infrastructure Model
trucksm,1001,7,Infrastructure,2,Parameter,trucksm : Infrastructure Model
TRUCKSTOT,1002,7,Infrastructure,1,Variable,TRUCKSTOT : Infrastructure Model
truckstotm,1003,7,Infrastructure,2,Parameter,truckstotm : Infrastructure Model
ttfrr,1004,2,Demography,2,Parameter,ttfrr : Demography Model
VADD,1005,3,Economy,1,Variable,VADD : Economy Model
VADDF,1006,3,Economy,1,Variable,VADDF : Economy Model
VADDHHS,1007,3,Economy,1,Variable,VADDHHS : Economy Model
VADDHHU,1008,3,Economy,1,Variable,VADDHHU : Economy Model
VEHICFLPC,1010,7,Infrastructure,1,Variable,VEHICFLPC : Infrastructure Model
edtergradm,,11,Other,2,Parameter,edtergradm : Other Model
VEHICLESTOT,1012,7,Infrastructure,1,Variable,VEHICLESTOT : Infrastructure Model
wagnerc,1013,3,Economy,2,Parameter,wagnerc : Economy Model
WAP,1014,1,Agriculture,1,Variable,WAP : Agriculture Model
edtergradtrgtyr,,11,Other,2,Parameter,edtergradtrgtyr : Other Model
edterintm,,11,Other,2,Parameter,edterintm : Other Model
edterinttrgtyr,,11,Other,2,Parameter,edterinttrgtyr : Other Model
edterscienshradd,,11,Other,2,Parameter,edterscienshradd : Other Model
gdsbudgetprotec,,11,Other,2,Parameter,gdsbudgetprotec : Other Model
gdstrgtval,,11,Other,2,Parameter,gdstrgtval : Other Model
gdstrgtyr,,11,Other,2,Parameter,gdstrgtyr : Other Model
ginidomm,,11,Other,2,Parameter,ginidomm : Other Model
govconswing,,11,Other,2,Parameter,govconswing : Other Model
WATPRICE,1333,5,Energy,1,Variable,WATPRICE : Energy Model
watprid,1331,5,Energy,2,Parameter,watprid : Energy Model
watprii,1332,5,Energy,2,Parameter,watprii : Energy Model
hlsmokingceiling,,11,Other,2,Parameter,hlsmokingceiling : Other Model
ictcomputersm,,11,Other,2,Parameter,ictcomputersm : Other Model
ICTCONSURPLUS,,11,Other,1,Variable,ICTCONSURPLUS : Other Model
ictconsurplusm,,11,Other,2,Parameter,ictconsurplusm : Other Model
ICTCYBBENEFIT,,11,Other,1,Variable,ICTCYBBENEFIT : Other Model
ICTCYBBENEFITCUMNET,,11,Other,1,Variable,ICTCYBBENEFITCUMNET : Other Model
ictcybbenefitm,,11,Other,2,Parameter,ictcybbenefitm : Other Model
ICTCYBBENEFITNET,,11,Other,1,Variable,ICTCYBBENEFITNET : Other Model
ICTCYBBENTOT,,11,Other,1,Variable,ICTCYBBENTOT : Other Model
ICTCYBBENTOTCUM,,11,Other,1,Variable,ICTCYBBENTOTCUM : Other Model
ictcybevcost,,11,Other,2,Parameter,ictcybevcost : Other Model
ictcybevprob,,11,Other,2,Parameter,ictcybevprob : Other Model
ICTCYBEVTCOST,,11,Other,1,Variable,ICTCYBEVTCOST : Other Model
ictcybevtcostm,,11,Other,2,Parameter,ictcybevtcostm : Other Model
ICTCYBOPCOST,,11,Other,1,Variable,ICTCYBOPCOST : Other Model
ictcybopcostadd,,11,Other,2,Parameter,ictcybopcostadd : Other Model
ICTCYBRISKTOT,,11,Other,1,Variable,ICTCYBRISKTOT : Other Model
ICTCYBRISKTOTCUM,,11,Other,1,Variable,ICTCYBRISKTOTCUM : Other Model
ICTCYBSECSPEND,,11,Other,1,Variable,ICTCYBSECSPEND : Other Model
ictcybsecspendm,,11,Other,2,Parameter,ictcybsecspendm : Other Model
ICTCYBSECURITY,,11,Other,1,Variable,ICTCYBSECURITY : Other Model
ictcybsecuritym,,11,Other,2,Parameter,ictcybsecuritym : Other Model
ictindexm,,11,Other,2,Parameter,ictindexm : Other Model
ICTINTNETHH,,11,Other,1,Variable,ICTINTNETHH : Other Model
ictintnethhm,,11,Other,2,Parameter,ictintnethhm : Other Model
infinformcoeffintercept,,11,Other,2,Parameter,infinformcoeffintercept : Other Model
infinformcoefflabinf,,11,Other,2,Parameter,infinformcoefflabinf : Other Model
WATERFILTERED,,11,Other,1,Variable,WATERFILTERED : Other Model
waterfilteredm,,11,Other,2,Parameter,waterfilteredm : Other Model
WCLPC,1052,1,Agriculture,1,Variable,WCLPC : Agriculture Model
WCPOW,1053,8,Interstate,1,Variable,WCPOW : Interstate Model
WENP,1054,5,Energy,1,Variable,WENP : Energy Model
WEP,1055,5,Energy,1,Variable,WEP : Energy Model
WEPBYEAR,1056,5,Energy,1,Variable,WEPBYEAR : Energy Model
WFORST,1057,1,Agriculture,1,Variable,WFORST : Agriculture Model
WGDP,1058,3,Economy,1,Variable,WGDP : Economy Model
WGDPPC,1059,3,Economy,1,Variable,WGDPPC : Economy Model
WLIFE,1060,9,Sociopolitical,1,Variable,WLIFE : Sociopolitical Model
WLIT,1061,9,Sociopolitical,1,Variable,WLIT : Sociopolitical Model
wmigrm,1062,2,Demography,2,Parameter,wmigrm : Demography Model
WNPOW,1063,8,Interstate,1,Variable,WNPOW : Interstate Model
workageentry,1064,2,Demography,2,Parameter,workageentry : Demography Model
workageretire,1065,2,Demography,2,Parameter,workageretire : Demography Model
WORKAGERETIREND,1066,2,Demography,1,Variable,WORKAGERETIREND : Demography Model
workageretirendpctuse,1067,2,Demography,2,Parameter,workageretirendpctuse : Demography Model
workageretiresv,1068,2,Demography,2,Parameter,workageretiresv : Demography Model
WP,1069,3,Economy,1,Variable,WP : Economy Model
wpally,1070,8,Interstate,2,Parameter,wpally : Interstate Model
wpcommun,1071,8,Interstate,2,Parameter,wpcommun : Interstate Model
wpcon,1072,8,Interstate,2,Parameter,wpcon : Interstate Model
wpconmax,1074,8,Interstate,2,Parameter,wpconmax : Interstate Model
wpconmin,1075,8,Interstate,2,Parameter,wpconmin : Interstate Model
wpconsq,1076,8,Interstate,2,Parameter,wpconsq : Interstate Model
wpdemdist,1078,8,Interstate,2,Parameter,wpdemdist : Interstate Model
wpdemmin,1079,8,Interstate,2,Parameter,wpdemmin : Interstate Model
wpextinterv,1080,8,Interstate,2,Parameter,wpextinterv : Interstate Model
wpgreat1,1081,8,Interstate,2,Parameter,wpgreat1 : Interstate Model
wpgreat2,1082,8,Interstate,2,Parameter,wpgreat2 : Interstate Model
wpgreatlev,1083,8,Interstate,2,Parameter,wpgreatlev : Interstate Model
wpgreatthresh,1084,8,Interstate,2,Parameter,wpgreatthresh : Interstate Model
wpindsw,1085,8,Interstate,2,Parameter,wpindsw : Interstate Model
wpmilthr,1086,8,Interstate,2,Parameter,wpmilthr : Interstate Model
WPOP,1087,2,Demography,1,Variable,WPOP : Demography Model
WPOPR,1088,2,Demography,1,Variable,WPOPR : Demography Model
wppowtran1,1089,8,Interstate,2,Parameter,wppowtran1 : Interstate Model
wppowtran2,1090,8,Interstate,2,Parameter,wppowtran2 : Interstate Model
WPQLI,1091,9,Sociopolitical,1,Variable,WPQLI : Sociopolitical Model
wpsysgr,1092,8,Interstate,2,Parameter,wpsysgr : Interstate Model
wpterdisp,1093,8,Interstate,2,Parameter,wpterdisp : Interstate Model
wpthrconv,1094,8,Interstate,2,Parameter,wpthrconv : Interstate Model
wpthrwar,1095,8,Interstate,2,Parameter,wpthrwar : Interstate Model
wptrade,1096,8,Interstate,2,Parameter,wptrade : Interstate Model
wpwghtpow,1097,8,Interstate,2,Parameter,wpwghtpow : Interstate Model
WRESER,1098,5,Energy,1,Variable,WRESER : Energy Model
WRESOR,1099,5,Energy,1,Variable,WRESOR : Energy Model
WTEMP,1101,6,Environment,1,Variable,WTEMP : Environment Model
WTHREAT,1102,8,Interstate,1,Variable,WTHREAT : Interstate Model
WTRADE,1103,3,Economy,1,Variable,WTRADE : Economy Model
X,1105,3,Economy,1,Variable,X : Economy Model
XDEBTRPA,1106,3,Economy,1,Variable,XDEBTRPA : Economy Model
XFDIFIN,1107,3,Economy,1,Variable,XFDIFIN : Economy Model
XFDIFOUT,1108,3,Economy,1,Variable,XFDIFOUT : Economy Model
xfdioutf,1109,3,Economy,2,Parameter,xfdioutf : Economy Model
XFDISTOCK,1110,3,Economy,1,Variable,XFDISTOCK : Economy Model
xfdistockm,1111,3,Economy,2,Parameter,xfdistockm : Economy Model
xfdistockr,1112,3,Economy,2,Parameter,xfdistockr : Economy Model
XFDISTOUT,1113,3,Economy,1,Variable,XFDISTOUT : Economy Model
xfdistoutm,1114,3,Economy,2,Parameter,xfdistoutm : Economy Model
xfdiwgradd,1324,3,Economy,2,Parameter,xfdiwgradd : Economy Model
xfdiwgrm,1115,3,Economy,2,Parameter,xfdiwgrm : Economy Model
XFIRMDEBT,1117,3,Economy,1,Variable,XFIRMDEBT : Economy Model
XGOVTDEBT,1118,3,Economy,1,Variable,XGOVTDEBT : Economy Model
XGOVTDEBTB,1119,3,Economy,1,Variable,XGOVTDEBTB : Economy Model
XGOVTDEBTBF,1120,3,Economy,1,Variable,XGOVTDEBTBF : Economy Model
xhw,1121,3,Economy,2,Parameter,xhw : Economy Model
XIMFCREDIT,1122,3,Economy,1,Variable,XIMFCREDIT : Economy Model
ximfcreditr,1123,3,Economy,2,Parameter,ximfcreditr : Economy Model
XIMFCREDITTOT,1124,3,Economy,1,Variable,XIMFCREDITTOT : Economy Model
ximfcreqr,1125,3,Economy,2,Parameter,ximfcreqr : Economy Model
XIMFCRFIN,1126,3,Economy,1,Variable,XIMFCRFIN : Economy Model
ximfcrfinm,1127,3,Economy,2,Parameter,ximfcrfinm : Economy Model
XIMFCRFOUT,1128,3,Economy,1,Variable,XIMFCRFOUT : Economy Model
ximfcrrepr,1130,3,Economy,2,Parameter,ximfcrrepr : Economy Model
XIMFSUBF,1131,3,Economy,1,Variable,XIMFSUBF : Economy Model
XPORTFIN,1132,3,Economy,1,Variable,XPORTFIN : Economy Model
XPORTFOLIO,1133,3,Economy,1,Variable,XPORTFOLIO : Economy Model
xportfoliom,1134,3,Economy,2,Parameter,xportfoliom : Economy Model
XPORTFOUT,1135,3,Economy,1,Variable,XPORTFOUT : Economy Model
xportr,1136,3,Economy,2,Parameter,xportr : Economy Model
XPORTSTOUT,1137,3,Economy,1,Variable,XPORTSTOUT : Economy Model
xportstoutm,1138,3,Economy,2,Parameter,xportstoutm : Economy Model
xportwgrm,1139,3,Economy,2,Parameter,xportwgrm : Economy Model
XRESERVES,1140,3,Economy,1,Variable,XRESERVES : Economy Model
XRPA,1141,3,Economy,1,Variable,XRPA : Economy Model
XS,1142,3,Economy,1,Variable,XS : Economy Model
xshift,1143,3,Economy,2,Parameter,xshift : Economy Model
XWBFLOWS,1144,3,Economy,1,Variable,XWBFLOWS : Economy Model
xwblneqr,1145,3,Economy,2,Parameter,xwblneqr : Economy Model
XWBLNFIN,1146,3,Economy,1,Variable,XWBLNFIN : Economy Model
xwblnfinm,1147,3,Economy,2,Parameter,xwblnfinm : Economy Model
XWBLNFOUT,1148,3,Economy,1,Variable,XWBLNFOUT : Economy Model
xwblnintr,1149,3,Economy,2,Parameter,xwblnintr : Economy Model
xwblnrepr,1150,3,Economy,2,Parameter,xwblnrepr : Economy Model
xwbloanr,1151,3,Economy,2,Parameter,xwbloanr : Economy Model
XWBLOANS,1152,3,Economy,1,Variable,XWBLOANS : Economy Model
XWBLOANSTOT,1153,3,Economy,1,Variable,XWBLOANSTOT : Economy Model
xwbsectar,1154,3,Economy,2,Parameter,xwbsectar : Economy Model
XWBSUBF,1155,3,Economy,1,Variable,XWBSUBF : Economy Model
XWORKREMIT,1156,3,Economy,1,Variable,XWORKREMIT : Economy Model
xworkremitm,1477,3,Economy,2,Parameter,xworkremitm : Economy Model
YL,1157,1,Agriculture,1,Variable,YL : Agriculture Model
ylhw,1159,1,Agriculture,2,Parameter,ylhw : Agriculture Model
ylm,1160,1,Agriculture,2,Parameter,ylm : Agriculture Model
ylmax,1161,1,Agriculture,2,Parameter,ylmax : Agriculture Model
ylmaxgr,1162,1,Agriculture,2,Parameter,ylmaxgr : Agriculture Model
YTHBULGE,1163,2,Demography,1,Variable,YTHBULGE : Demography Model
ZS,1164,3,Economy,1,Variable,ZS : Economy Model
